bvp_mean,bvp_std,bvp_max,eda_mean,eda_std,eda_max,subject,label
0.3855520833333335,26.94802493356803,152.0,0.3494917833333334,0.008466058195507643,0.360727,S10,0
1.592984375,26.01253265855241,179.29,0.35934140000000003,0.0037643056429218598,0.377356,S10,0
0.4327395833333336,33.04162102710534,179.29,0.36296580833333336,0.0026693015450233184,0.377356,S10,0
-1.5040885416666663,31.64507350584095,145.63,0.3615054833333334,0.003693786670395147,0.368402,S10,0
-0.6800572916666667,68.19864370326927,302.46,0.35978916666666666,0.004380885434348733,0.37224,S10,0
0.3695156250000004,90.52404729905086,302.46,0.378028025,0.04048065388335983,0.654937,S10,0
0.12428125000000018,67.94843176234875,213.29,0.4108175333333333,0.05757274283011208,0.654937,S10,1
-0.40756770833333333,70.75178113239888,272.99,0.4123525333333333,0.04646436217036545,0.607608,S10,1
0.26823437500000036,67.40956324771102,272.99,0.38813347499999995,0.017837254179554698,0.431082,S10,1
-0.13731770833333362,29.613698307383494,106.85,0.3782518750000001,0.0029890918619833295,0.390148,S10,1
-0.23425520833333374,28.954910404430862,106.85,0.37802797499999996,0.0029122041293566017,0.390148,S10,1
-0.034348958333333665,65.64597407442677,474.78,0.37872083333333334,0.004867507735541416,0.401661,S10,1
-0.08046875000000032,65.7432399082555,474.78,0.37959508333333336,0.004580314731877661,0.401661,S10,1
0.10507812499999997,22.159194778309594,108.25,0.37929665833333337,0.001486189262823057,0.382473,S10,1
0.040869791666666634,43.15258493879263,192.97,0.3781666083333333,0.002912037575008926,0.385032,S10,1
-0.08497395833333332,39.106694642128154,192.97,0.376279675,0.0025795530044386236,0.385032,S10,1
0.043531250000000035,13.104898544575107,27.76,0.3767807416666667,0.0019177882594968254,0.379915,S10,1
-0.01647916666666664,25.47355729680746,106.42,0.3805651166666667,0.0073779639673188695,0.417011,S10,1
0.04136458333333337,36.19036216966121,218.67,0.38556456666666666,0.007610072111718499,0.417011,S10,1
0.03637500000000002,29.39422349864921,218.67,0.39128875,0.005528533918454334,0.405498,S10,1
0.004781250000000033,14.399675378070684,66.38,0.39465725833333326,0.003197742319449333,0.400382,S10,1
-0.029114583333333322,21.465630795903422,136.49,0.39088385833333333,0.00444239257475787,0.397823,S10,1
1.408473958333333,44.651214601974864,370.41,0.38647074166666673,0.0037533392055071756,0.408057,S10,1
0.0708333333333331,46.261005674025526,370.41,0.385330125,0.0033428133300223367,0.408057,S10,1
-1.4428645833333333,23.09354496351009,88.52,0.383507175,0.002769808647609978,0.392707,S10,1
-0.0687239583333333,54.261887337081575,287.78,0.37959495833333334,0.003352995795791757,0.386311,S10,1
0.2756406249999999,64.30405550007143,287.78,0.37659961666666664,0.00834980109961043,0.447711,S10,1
0.06805208333333303,66.06183171971509,234.94,0.3757895,0.00890604476558852,0.447711,S10,1
-0.3044479166666669,57.40134624770895,234.94,0.37458493333333337,0.0041460647280148555,0.393986,S10,1
-0.07751562499999999,13.42985071525856,60.91,0.3745208666666667,0.0021093972714709064,0.378636,S10,1
1.0679843749999998,22.199246567774303,227.87,0.37645021666666667,0.002187044772378674,0.385032,S10,1
-0.13955729166666658,36.08228514251963,227.87,0.38547915,0.011104652307816756,0.409336,S10,1
-1.0788593749999997,29.25251302596738,164.03,0.3979725083333333,0.008646167766700498,0.409336,S10,1
0.705953125,47.61670100075938,231.55,0.40083994999999994,0.006261793180138848,0.406777,S10,1
0.009437499999999942,67.05285751971049,231.55,0.3946999083333333,0.008028886211669127,0.406777,S10,1
-0.6229895833333333,48.195447424176464,225.56,0.3924720833333334,0.003921829417043642,0.399102,S10,1
-0.11189062500000008,12.150130388468558,24.33,0.3958404833333333,0.0023518912885283545,0.400382,S10,1
0.21245312499999996,11.47835407466714,27.52,0.3977911333333334,0.002236809636265211,0.401661,S10,1
0.7989531249999998,49.15722892538596,270.19,0.39786584999999997,0.0030313002343603894,0.404219,S10,1
-0.8220625000000006,80.75095014673363,317.07,0.3977912416666667,0.003975246189432453,0.409336,S10,1
-0.7446562500000002,72.69619502513069,317.07,0.4007972416666667,0.004008361666557872,0.409336,S10,1
0.6743541666666668,38.14506350897495,115.37,0.4043576333333334,0.003136769630616113,0.409336,S10,1
1.6294114583333332,31.1471431845662,209.9,0.40452820833333336,0.007372355377688367,0.43364,S10,1
-1.0358124999999994,69.71903936042037,348.22,0.40205511666666666,0.008808003100574063,0.43364,S10,1
-1.3419270833333323,67.12265171819557,348.22,0.4075982083333333,0.009017644195220685,0.43364,S10,1
-1.2567187499999999,38.155490547507036,131.88,0.41422869166666665,0.003226261321291863,0.424686,S10,1
-0.22170312499999908,44.705897393238644,281.11,0.41750129999999996,0.004099316005140367,0.425965,S10,1
1.945036458333334,52.43720937443027,281.11,0.42170125833333333,0.004490304959012305,0.437478,S10,1
-0.4437031250000004,77.59306659777845,260.64,0.4193027833333333,0.006132267700700573,0.437478,S10,1
0.7625156249999997,69.4073865573666,260.64,0.4200276083333333,0.010718645101951887,0.491203,S10,1
0.6830260416666661,41.59170630164931,171.74,0.4282463583333333,0.011511661983828853,0.491203,S10,1
-0.4327968750000004,45.22532205455155,157.64,0.4264555333333334,0.008157731798661244,0.438757,S10,1
-0.17959895833333342,32.99165852112595,157.64,0.42115764999999994,0.0027977347969681894,0.425965,S10,1
0.16731249999999911,72.22301682524653,325.08,0.4222875666666666,0.009567561077005059,0.486086,S10,1
-0.08002083333333433,73.36602271175147,325.08,0.4229910333333333,0.0096506996067067,0.486086,S10,1
1.453609375,45.456499618265035,284.7,0.42389709999999997,0.002764170361971199,0.428523,S10,1
-0.19144791666666686,66.86044611716908,284.7,0.42416355833333336,0.003362062630280783,0.429803,S10,1
-1.6846927083333338,72.73120998043463,203.21,0.42269258333333337,0.003945402673963991,0.429803,S10,1
0.5155572916666663,73.2334302049635,236.58,0.423374825,0.005254640148894593,0.442594,S10,1
0.031583333333333206,52.16820280046606,236.58,0.4269564333333334,0.0047704448861948115,0.442594,S10,1
-0.3768854166666666,11.911079300006246,61.25,0.42918439166666666,0.002095394963946078,0.434919,S10,1
0.26192187499999997,54.31246065211597,259.9,0.42800119166666667,0.007410222544224337,0.445153,S10,1
-0.051374999999999935,55.97246757414346,259.9,0.40798204166666674,0.019719874601272964,0.445153,S10,1
-0.23013020833333328,21.73392287353181,103.29,0.3879204,0.003033769488057169,0.396544,S10,1
0.19593749999999988,18.63039753881884,31.63,0.38554340833333334,0.0020520349879076705,0.390148,S10,1
0.055020833333333595,28.712524824027568,206.1,0.3965762666666667,0.016036855735946362,0.440036,S10,1
0.116916666666667,28.782237874348052,206.1,0.4105510916666668,0.011293513491525303,0.440036,S10,1
-0.07419791666666663,17.103951248614912,31.55,0.41245905833333335,0.0018374666949173746,0.415732,S10,1
0.20767187499999987,44.01453447852294,179.3,0.4184285583333333,0.019091328098902145,0.498878,S10,1
0.22963541666666656,43.05412972077025,179.3,0.419974275,0.019719656213603432,0.498878,S10,1
-0.3737812499999999,9.54171948897656,18.7,0.4077048833333334,0.010057302608207409,0.436199,S10,1
-0.17407291666666663,8.735450085886617,16.33,0.39797250000000006,0.0032578325642467734,0.405498,S10,1
-0.00027083333333328686,8.22365278541006,14.12,0.3933994416666666,0.0029536320742317465,0.399102,S10,1
0.11912500000000006,8.296876097928365,17.82,0.3892101833333334,0.0026767965181765715,0.395265,S10,1
-0.2410208333333332,43.40183514864779,215.29,0.3913421916666666,0.009363214947598423,0.415732,S10,1
-1.9723229166666665,53.9717097173361,215.29,0.4072252583333334,0.01463856706642641,0.425965,S10,1
0.10679166666666688,44.66851292109015,182.95,0.42099772500000004,0.0034686725149603893,0.429803,S10,1
1.806697916666667,50.15562642532819,250.32,0.42413170833333336,0.002781628615864671,0.429803,S10,1
0.09141145833333347,67.58347026653931,250.32,0.42675397499999995,0.004752470507470302,0.436199,S10,1
-0.1338958333333332,62.51664004011905,262.32,0.42842749166666666,0.0045381460403190995,0.436199,S10,1
-0.1677135416666666,37.364487960540266,262.32,0.43063408333333336,0.0036915087849986555,0.438757,S10,1
0.323625,39.56199809561833,179.86,0.435409775,0.004249599268288912,0.442594,S10,1
0.19395312500000006,34.48694292844592,179.86,0.44183761666666665,0.004457197980389578,0.450269,S10,1
-0.23642708333333332,13.838125649996817,27.72,0.4476791166666666,0.003169910385650598,0.452828,S10,1
0.028651041666666602,57.29984648942405,319.6,0.4467196583333333,0.007725482514052471,0.452828,S10,0
0.17302083333333335,101.87586449039947,779.69,0.3876045083333334,0.08664644794825653,0.7432,S10,0
-0.1332083333333338,95.55799305874382,779.69,0.3056787166666667,0.07090775466326929,0.7432,S10,0
-0.04095312500000056,44.93656656283539,258.57,0.29323999999999995,0.01465935736426851,0.316223,S10,0
0.12281249999999998,13.910061680093673,22.24,0.31655296666666666,0.011609895533504552,0.343085,S10,0
-0.005786458333333355,15.252378892536184,29.12,0.3372969416666667,0.012426173965529261,0.353319,S10,5
0.018192708333333352,17.135917052907132,29.92,0.35130390833333336,0.004117482748386917,0.358435,S10,5
0.6945729166666669,26.563202851973628,217.93,0.37323105833333325,0.024939915224827792,0.418557,S10,5
-0.3705572916666668,79.39899787460487,365.86,0.4034515833333333,0.020541530010194525,0.424952,S10,0
-0.8645520833333336,80.15801638084535,365.86,0.4151880749999999,0.006348678919222092,0.427511,S10,0
0.46344270833333334,31.67940156000177,169.08,0.41487892499999995,0.0031007863630658277,0.427511,S10,0
-0.04540624999999991,26.77530825844888,38.25,0.415188025,0.0021841969556433494,0.419836,S10,0
0.0337760416666668,27.554322009779025,41.39,0.4139621666666667,0.0029425878217801556,0.419836,S10,0
0.32103645833333344,29.5011138511244,77.0,0.40997535000000007,0.0024572730368235384,0.414719,S10,0
